short_name,long_name,overall,nationality_name,shooting,passing,defending
B. Olivera,Bryan Olivera Calvo,68,Uruguay,66.0,69.0,36.0
B. Balcı,Bünyamin Balcı,68,Turkey,44.0,60.0,64.0
Tekio,Sergio Blázquez Sánchez,68,Spain,39.0,55.0,65.0
L. Baloyi,Lucky Baloyi,68,South Africa,38.0,64.0,65.0
W. Creavalle,Warren Creavalle,68,Guyana,49.0,56.0,67.0
K. Mayi,Ulrich Kévin Selom Mayi,68,France,64.0,52.0,23.0
H. Vidémont,Hugo Vidémont,68,France,66.0,63.0,27.0
J. Sekidika,Jesse Tamunobaraboye Sekidika,68,Nigeria,61.0,59.0,43.0
Robson,Robson Leandro Dos Santos,68,Brazil,35.0,53.0,70.0
Pablo Moreno,Pablo Moreno Taboada,68,Spain,67.0,53.0,21.0
R. Calafiori,Riccardo Calafiori,68,Italy,48.0,49.0,65.0
L. Lochoshvili,Luka Lochoshvili,68,Georgia,28.0,39.0,67.0
José Fontán,José Manuel Fontán Mondragón,68,Spain,45.0,56.0,71.0
D. Avramovski,Daniel Avramovski,68,North Macedonia,66.0,67.0,39.0
C. Diakité,Check Oumar Diakité,68,France,53.0,64.0,62.0
R. Balderrama,Raúl Balderrama,68,Bolivia,60.0,67.0,37.0
I. Shkurin,Ilya Shkurin,68,Belarus,65.0,56.0,34.0
D. Tijanić,David Tijanić,68,Slovenia,65.0,66.0,49.0
B. Milovanov,Bogdan Milovanov,68,Ukraine,37.0,51.0,66.0
Juande,Juan de Dios Rivas Margalef,68,Spain,34.0,52.0,70.0
A. Tanghe,Anton Willy Tanghe,68,Belgium,26.0,51.0,70.0
Barbero,Iván Martínez Gonzálvez,68,Spain,67.0,48.0,21.0
J. Antiste,Janis Antiste,68,France,69.0,51.0,20.0
Ž. Laci,Žiga Laci,68,Slovenia,26.0,46.0,70.0
J. Elvedi,Jan Elvedi,68,Switzerland,34.0,57.0,68.0
M. Mukhin,Maksim Mukhin,68,Russia,56.0,67.0,59.0
J. Álvarez,José Ignacio Álvarez Medero,68,Uruguay,52.0,59.0,53.0
M. Ramírez,Matías Ramírez,68,Argentina,61.0,56.0,25.0
Á. Brun,Álvaro Nicolás Brun Martínez,68,Uruguay,58.0,61.0,61.0
Jesús Bueno,Jesús Daniel Bueno Áñez,68,Venezuela,50.0,62.0,66.0
A. Zaroury,Anass Zaroury,68,Belgium,64.0,65.0,27.0
L. García,Luis Gabriel García Uribe,68,Peru,67.0,68.0,48.0
M. Sahi,Moïse Sahi Dion,68,Mali,70.0,57.0,28.0
D. Blackstock,Dexter Blackstock,68,Antigua and Barbuda,65.0,51.0,40.0
A. Askar,Amin Askar,68,Norway,67.0,62.0,55.0
C. Mackail-Smith,Craig Mackail-Smith,68,Scotland,68.0,56.0,36.0
Ł. Garguła,Łukasz Garguła,68,Poland,66.0,73.0,43.0
A. Bober,Anton Bober,68,Russia,62.0,70.0,30.0
P. Pogrebnyak,Pavel Pogrebnyak,68,Russia,72.0,60.0,33.0
A. Moreno,Alfredo David Moreno Rojas,68,Argentina,71.0,54.0,31.0
S. Hunt,Stephen Hunt,68,Republic of Ireland,67.0,69.0,51.0
S. Ottesen,Sölvi Geir Ottesen Jónsson,68,Iceland,40.0,42.0,69.0
G. Zecchin,Gianpietro Zecchin,68,Italy,60.0,68.0,52.0
D. Vrančić,Damir Vrančić,68,Bosnia and Herzegovina,55.0,68.0,64.0
P. Bianco,Paolo Bianco,68,Italy,32.0,34.0,72.0
Michel,Michel Garbini Pereira,68,Brazil,66.0,71.0,66.0
R. Fuller,Ricardo Fuller,68,Jamaica,67.0,60.0,37.0
D. Dogan,Deniz Dogan,68,Germany,46.0,49.0,69.0
B. Köhler,Benjamin Köhler,68,Germany,63.0,67.0,46.0
S. Almirón,Sergio Bernardo Almirón,68,Argentina,67.0,76.0,60.0
C. Terlizzi,Christian Terlizzi,68,Italy,36.0,42.0,70.0
A. Gashi,Ardian Gashi,68,Norway,55.0,63.0,60.0
J. Sutton,John Sutton,68,England,68.0,47.0,32.0
J. Surraco,Juan Ignacio Surraco Lamé,68,Uruguay,55.0,61.0,26.0
D. Oliech,Dennis Oguta Oliech,68,Kenya,67.0,60.0,28.0
T. Podgórski,Tomasz Podgórski,68,Poland,58.0,65.0,42.0
T. Oehrl,Torsten Oehrl,68,Germany,69.0,52.0,28.0
D. Boerrigter,Derk Boerrigter,68,Netherlands,68.0,65.0,35.0
P. Bardy,Pierre Bardy,68,France,29.0,46.0,70.0
Bruno Lourenço,Bruno Miguel Ponces Lourenço,68,Portugal,58.0,70.0,46.0
A. M'hamdi,Abdelali Gluja M'hamdi,68,Morocco,,,
A. Shafi,Amer Shafi' Mahmoud Sabbah,68,Jordan,,,
Thierry Moutinho,Thierry Rua Moutinho,68,Portugal,64.0,62.0,46.0
M. Nešpor,Martin Nešpor,68,Czech Republic,67.0,44.0,36.0
M. İldiz,Muhammed İldiz,68,Austria,58.0,67.0,66.0
C. Schösswendter,Christoph Schösswendter,68,Austria,27.0,41.0,67.0
A. Nikitin,Aleksey Nikitin,68,Russia,22.0,48.0,69.0
M. Titsch-Rivero,Marcel Titsch-Rivero,68,Germany,51.0,64.0,60.0
R. Cereceda,Roberto Andrés Cereceda Guajardo,68,Chile,51.0,64.0,65.0
K. Ağayev,Kamran Ağayev,68,Azerbaijan,,,
J. Martial,Johan Martial,68,France,28.0,56.0,66.0
J. Mason,Joe Mason,68,Republic of Ireland,66.0,59.0,39.0
A. Chochiev,Alan Chochiev,68,Russia,58.0,64.0,62.0
F. Signori,Francesco Signori,68,Italy,58.0,66.0,62.0
L. Lawrence,Liam Lawrence,68,Republic of Ireland,69.0,72.0,56.0
P. Kenny,Paddy Kenny,68,Republic of Ireland,,,
C. Lupatelli,Cristiano Lupatelli,68,Italy,,,
A. Coulibaly,Adama Coulibaly,68,Mali,42.0,49.0,69.0
R. Rocchi,Romain Rocchi,68,France,62.0,69.0,56.0
L. Sibley,Louie Sibley,68,England,63.0,63.0,54.0
S. Hammell,Steven Hammell,68,Scotland,39.0,63.0,66.0
Z. Knight,Zat Knight,68,England,39.0,49.0,70.0
P. Konchesky,Paul Konchesky,68,England,50.0,64.0,69.0
J. Blondel,Jonathan Blondel,68,Belgium,64.0,68.0,67.0
A. Čović,Ante Čović,68,Australia,,,
J. Kristiansen,Jan Dalgas Kristiansen,68,Denmark,65.0,67.0,64.0
M. Oussalah,Mustapha Oussalah,68,Belgium,62.0,67.0,64.0
J. McFadden,James McFadden,68,Scotland,69.0,69.0,34.0
K. Lasley,Keith Lasley,68,Scotland,49.0,67.0,66.0
G. Givet,Gaël Givet-Viaros,68,France,32.0,44.0,69.0
Kim Nam Il,김남일 Nam Il Kim,68,Korea Republic,58.0,67.0,64.0
L. Buchanan,Lee Buchanan,68,England,41.0,54.0,64.0
Ș. Vlădoiu,Ștefan Marinel Vlădoiu,68,Romania,35.0,55.0,62.0
Y. Goto,後藤 優介,68,Japan,64.0,67.0,37.0
A. Pululu,Afimico Pululu,68,Angola,62.0,57.0,26.0
İ. Depe,İlhan Depe,68,Turkey,46.0,66.0,26.0
Nuha,Nuha Marong Krubally,68,Gambia,67.0,53.0,27.0
C. Chaplin,Conor Mark Chaplin,68,England,68.0,59.0,35.0
R. de Boer,Rody de Boer,68,Netherlands,,,
J. Gómez,Juan Pablo Gómez Vidal,68,Argentina,46.0,59.0,66.0
K. Vida,Krisztófer András Vida,68,Hungary,67.0,61.0,25.0
R. Brown,Reece Brown,68,England,63.0,65.0,59.0
M. De Iriondo,Manuel Ignacio de Iriondo,68,Argentina,62.0,59.0,65.0
D. Oyarzún,Diego Alejandro Oyarzún Carrasco,68,Chile,46.0,54.0,68.0
J. Lumley,Joe Lumley,68,England,,,
E. Hyndman,Emerson Hyndman,68,United States,59.0,68.0,56.0
Mario Barco,Mario Barco Vilar,68,Spain,69.0,56.0,36.0
J. Morrell,Joseff John Morrell,68,Wales,54.0,65.0,51.0
V. Shakhov,Vitaliy Shakhov,68,Russia,37.0,44.0,70.0
Bruno Gomes,Bruno Gomes de Oliveira Conceição,68,Brazil,67.0,51.0,21.0
M. Mbamba,Marc Kibong Mbamba,68,Cameroon,65.0,62.0,42.0
Y. Urra,Yerko Andrés Urra Cortés,68,Chile,,,
Seo Myeong Won,서명원 徐明原,68,Korea Republic,64.0,61.0,19.0
P. Mullins,Patrick Mullins,68,United States,67.0,42.0,22.0
S. Al Ghannam,Sultan Abdullah Al Ghannam,68,Saudi Arabia,50.0,63.0,63.0
R. Izumi,和泉 竜司,68,Japan,62.0,61.0,50.0
S. Nagasawa,長泽 骏,68,Japan,68.0,48.0,29.0
Lee,Lee Winston Leandro da Silva Oliveira,68,Brazil,,,
S. Sinovic,Seth Sinovic,68,United States,34.0,61.0,69.0
M. Uchebo,Michael Okechukwu Uchebo,68,Nigeria,64.0,58.0,33.0
R. Brimah,Razak Brimah,68,Ghana,,,
D. Rakels,Deniss Rakels,68,Latvia,68.0,56.0,26.0
K. Ritchie,Keegan Ritchie,68,South Africa,49.0,64.0,66.0
Gilson,Gilson Gomes do Nascimento,68,Brazil,60.0,67.0,61.0
M. Al Fatil,Mohammed Abdulhakem Al Fatil,68,Saudi Arabia,25.0,43.0,68.0
I. Lučić,Ivan Lučić,68,Austria,,,
Salva Ruíz,Salvador Ruíz Rodríguez,68,Spain,30.0,62.0,66.0
G. Zhukov,Georgiy Zhukov,68,Kazakhstan,58.0,67.0,51.0
F. Ohandza,Frank Ohandza Zoa,68,Cameroon,68.0,46.0,27.0
S. Leyton,Sebastián Ignacio Leyton Hevia,68,Chile,65.0,69.0,64.0
D. Steres,Daniel Steres,68,United States,27.0,51.0,66.0
H. Sacko,Hadi Sacko,68,Mali,68.0,58.0,27.0
Higinio,Higinio Marín Escavy,68,Spain,67.0,55.0,37.0
M. Stiefler,Manuel Stiefler,68,Germany,50.0,64.0,47.0
Jefferson,Jefferson Nogueira Junior,68,Brazil,56.0,65.0,59.0
I. Donkor,Isaac Opoku Donkor,68,Ghana,38.0,53.0,66.0
A. Gnanduillet,Armand Erwan Dsihounou Gnanduillet,68,Côte d'Ivoire,68.0,46.0,36.0
D. Zúñiga,Dylan Patricio Zúñiga Valenzuela,68,Chile,45.0,60.0,64.0
M. Donoso,Jorge Matías Donoso Garate,68,Chile,69.0,43.0,28.0
S. Pol,Marcos Sebastián Pol,68,Argentina,67.0,58.0,37.0
J. Zuluaga,Juan Pablo Zuluaga Estrada,68,Colombia,32.0,60.0,63.0
H. Mojica,Harrison Arley Mojica Betancourt,68,Colombia,60.0,67.0,35.0
C. Dawson,Cameron Miles Dawson,68,England,,,
K. Ellis,Kevin Ellis,68,United States,55.0,57.0,68.0
M. Prieto,Mauricio Prieto Garcés,68,Uruguay,28.0,50.0,69.0
Kim Dae Ho,김대호 金大虎,68,Korea Republic,45.0,61.0,67.0
B. Ibini,Bernie Ibini-Isei,68,Australia,64.0,59.0,46.0
Bruno Alves,Bruno Fabiano Alves,68,Brazil,24.0,39.0,69.0
Santos,Aderbar Melo dos Santos Neto,68,Brazil,,,
M. Borghese,Martino Borghese,68,Switzerland,37.0,33.0,69.0
Bruno Andrade,Bruno Fernandes Andrade de Brito,68,Brazil,67.0,60.0,25.0
I. Colombini,Ignacio Colombini,68,Argentina,69.0,64.0,24.0
K. Altınay,Koray Altınay,68,Turkey,50.0,60.0,63.0
T. De Vincenti,Tomás Sebastián De Vincenti,68,Argentina,69.0,72.0,49.0
L. Mpasi,Lionel Mpasi-Nzau,68,France,,,
P. Bourdin,Pierre Bourdin,68,France,44.0,50.0,69.0
A. Tahiri,Anas Tahiri,68,Morocco,58.0,68.0,36.0
K. Dempsey,Kyle Michael Dempsey,68,England,60.0,65.0,60.0
L. Villalba,Leonardo Enrique Villalba,68,Argentina,65.0,68.0,46.0
M. Greve,Mathias Greve,68,Denmark,61.0,66.0,51.0
A. Maraval,Axel Maraval,68,France,,,
S. Szmodics,Sammie Szmodics,68,Republic of Ireland,65.0,62.0,47.0
S. Makani,Sosha Makani,68,Iran,,,
D. Islamović,Dino Islamović,68,Montenegro,70.0,57.0,30.0
A. Mehring,Andrés Ulises Mehring,68,Argentina,,,
G. Karlen,Gaëtan Karlen,68,Switzerland,66.0,59.0,41.0
C. Kirk,Charlie David Kirk,68,England,63.0,63.0,29.0
L. Dvali,Lasha Dvali,68,Georgia,32.0,40.0,69.0
C. Karayel,Cebrail Karayel,68,Turkey,37.0,61.0,63.0
H. Sarpei,Hans Nunoo Sarpei,68,Ghana,38.0,57.0,66.0
R. Lundqvist,Ramon Pascal Lundqvist,68,Sweden,68.0,69.0,57.0
N. Cordero,Nicolás Fernando Cordero,68,Argentina,70.0,65.0,30.0
Gleison,Gleison Wilson da Silva Moreira,68,Brazil,64.0,62.0,36.0
H. Mae,前寛 之,68,Japan,59.0,64.0,66.0
L. Shengelia,Levan Shengelia,68,Georgia,61.0,63.0,21.0
M. Bär,Marcel Bär,68,Germany,58.0,61.0,38.0
F. Luckeneder,Felix Luckeneder,68,Austria,25.0,38.0,70.0
H. Keyta,Hamidou Keyta,68,France,69.0,59.0,38.0
R. Meshino,食野 亮太郎,68,Japan,67.0,62.0,21.0
F. Ronstadt,Frank Ronstadt,68,Germany,38.0,58.0,62.0
Diego,Diego Jara Rodrigues,68,Brazil,48.0,61.0,59.0
S. van Wermeskerken,ファン ウェルメスケルケン 際,68,Japan,38.0,63.0,62.0
Jorge Ortiz,Jorge Ortiz Mendoza,68,Spain,66.0,62.0,39.0
L. Guwara,Leon Guwara,68,Germany,34.0,57.0,63.0
Ricardo Alves,Ricardo Miguel Martins Alves,68,Portugal,40.0,52.0,67.0
E. Ntim,Emmanuel Ntim,68,Ghana,25.0,53.0,69.0
J. Sánchez Sotelo,Juan Ignacio Sánchez Sotelo,68,Argentina,68.0,54.0,30.0
Rafael Longuine,Rafael Vinícius Carvalho Longuine,68,Brazil,61.0,64.0,35.0
Renan,Renan Martins Pereira,68,Brazil,47.0,61.0,66.0
Rômulo,Rômulo dos Santos de Souza,68,Brazil,64.0,65.0,24.0
A. Gory,Alimami Gory,68,France,61.0,55.0,22.0
Matheus Rossetto,Matheus Rossetto,68,Brazil,61.0,65.0,42.0
C. Palacios,Cristian Martín Palacios Ferreira,68,Uruguay,66.0,49.0,25.0
J. Molumby,Jayson Patrick Molumby,68,Republic of Ireland,51.0,63.0,59.0
A. Masi,Alberto Masi,68,Italy,17.0,30.0,69.0
J. Blomberg,Johan Lars Blomberg,68,Sweden,66.0,68.0,43.0
Madson,Mádson Ferreira dos Santos,68,Brazil,48.0,59.0,65.0
T. Ntshumayelo,Thandani Ntshumayelo,68,South Africa,62.0,70.0,65.0
M. Rivero,Martín Rodrigo Rivero,68,Argentina,62.0,68.0,45.0
R. Abdullah,Raffidine Abdullah,68,France,47.0,64.0,65.0
Marcos Vinícius,Marcos Vinícius de Jesus Araújo,68,Brazil,64.0,64.0,39.0
F. Bong,Frédéric Bong,68,Cameroon,23.0,47.0,67.0
M. Cebula,Marcin Cebula,68,Poland,63.0,66.0,53.0
E. Yeşilyurt,Erdoğan Yeşilyurt,68,Germany,57.0,65.0,33.0
P. Möschl,Patrick Möschl,68,Austria,56.0,62.0,40.0
T. Ondaan,Terell Ondaan,68,Guyana,62.0,58.0,38.0
Góngora,Juan Francisco Góngora Mateo,68,Spain,63.0,67.0,65.0
S. Kislyak,Sergey Kislyak,68,Belarus,58.0,66.0,65.0
S. Giacomelli,Stefano Giacomelli,68,Italy,62.0,61.0,34.0
K. Larsen,Kristoffer Knudsen Larsen,68,Norway,66.0,55.0,36.0
E. Nadarevic,Enis Nadarevic,68,Bosnia and Herzegovina,62.0,59.0,23.0
M. Romizi,Marco Augusto Romizi,68,Italy,58.0,65.0,58.0
Z. Lam,Zhi Gin Andreas Lam,68,Germany,51.0,63.0,65.0
E. Golasa,Eyal Golasa,68,Israel,55.0,69.0,33.0
A. Origi,Arnold Otieno Origi,68,Kenya,,,
Abuda,Jucimar Lima Pacheco,68,Brazil,55.0,60.0,68.0
F. Darwish,Faisal Darwish Faraj,68,Saudi Arabia,59.0,62.0,62.0
T. Gabuza,Thamsanqa Aubrey Gabuza,68,South Africa,69.0,54.0,35.0
P. Parzyszek,Piotr Parzyszek,68,Poland,62.0,52.0,32.0
E. Ebanks-Landell,Ethan Reid Ebanks-Landell,68,England,48.0,51.0,67.0
C. Remmer,Christoffer Kongsted Remmer,68,Denmark,46.0,61.0,64.0
Z. MacMath,Zac MacMath,68,United States,,,
T. Geyer,Thomas Geyer,68,Germany,25.0,47.0,68.0
P. Hidi,Patrik Hidi,68,Hungary,64.0,73.0,51.0
R. Janicki,Rafał Janicki,68,Poland,34.0,59.0,68.0
V. Klonaridis,Viktor Klonaridis,68,Greece,68.0,63.0,45.0
M. Ureña,Marcos Danilo Ureña Porras,68,Costa Rica,65.0,58.0,40.0
L. Puyo,Loïc Puyo,68,France,58.0,70.0,56.0
J. Morris,Joshua Francis Morris,68,England,66.0,65.0,57.0
K. Igboananike,Chibuike Kennedy Igboananike,68,Nigeria,66.0,49.0,28.0
Leonardo,José Leonardo Ribeiro da Silva,68,Brazil,34.0,53.0,65.0
H. Al Raheb,Hassan Ali Al Raheb,68,Saudi Arabia,65.0,43.0,29.0
M. Gaffoor,Mickaël Ziard Alain Gaffoor,68,France,22.0,43.0,64.0
R. Cacérès,Raphaël Cacérès,68,France,65.0,63.0,26.0
Lee Seung Hee,이승희 李承煕,68,Korea Republic,46.0,59.0,65.0
N. Klotz,Nico Klotz,68,Germany,57.0,60.0,61.0
T. Fontaine,Thomas Fontaine,68,France,24.0,52.0,64.0
Iriondo,Ander Agüeros de Vicente,68,Spain,53.0,60.0,67.0
C. Telo,Christopher Rasmus Nilsson Telo,68,Sweden,44.0,63.0,58.0
M. Pedersen,Marc Pedersen,68,Denmark,38.0,56.0,63.0
L. Civelli,Luciano Civelli,68,Argentina,64.0,66.0,64.0
G. Cellerino,Gastón Andrés Javier Cellerino Grasso,68,Argentina,69.0,49.0,35.0
M. Hornschuh,Marc Hornschuh,68,Germany,40.0,59.0,68.0
J. Nirlo,Jimmy Nirlo,68,France,60.0,60.0,70.0
M. Sánchez,Matías Ariel Sánchez,68,Argentina,50.0,61.0,65.0
K. Walker,Kevin Edward Bertil Walker,68,Sweden,62.0,67.0,60.0
I. Vorsah,Isaac Vorsah,68,Ghana,38.0,57.0,65.0
S. Kotysch,Sascha Kotysch,68,Germany,38.0,59.0,68.0
G. Deneuve,Gaëtan Deneuve,68,France,,,
B. Webster,Byron Clark Webster,68,England,39.0,44.0,64.0
L. Abdi,Liban Abdi Ali,68,Somalia,66.0,61.0,42.0
V. Sarno,Vincenzo Sarno,68,Italy,57.0,64.0,28.0
A. Karaer,Anıl Karaer,68,Turkey,56.0,62.0,65.0
J. Ryan,Jimmy Ryan,68,Republic of Ireland,60.0,65.0,60.0
M. Vidal,Marc Vidal,68,France,,,
S. Dragun,Stanislav Dragun,68,Belarus,54.0,61.0,68.0
J. Mostasilla,Johnny Javier Mostasilla Ceballos,68,Colombia,28.0,33.0,69.0
S. Martínez,Sebastián Rodrigo Martínez Aguirre,68,Uruguay,53.0,43.0,70.0
E. Goñi,Ernesto Goñi Ameijenda,68,Uruguay,45.0,61.0,68.0
Gabriel,Gabriel Rybar Blos,68,Brazil,43.0,43.0,69.0
P. González,Pablo Ignacio González Reyes,68,Chile,67.0,65.0,19.0
Thiago Cardoso,Thiago Cardoso,68,Brazil,36.0,45.0,66.0
J. Silva,Jason Alejandro Silva Pérez,68,Chile,63.0,63.0,51.0
M. Jiménez,Miguel Hernán Jiménez Aracena,68,Chile,,,
J. Valdez Chamorro,Jorge Vidal Valdez Chamorro,68,Argentina,62.0,63.0,60.0
O. Sow,Serigne Osman Petter Sow,68,Sweden,65.0,55.0,25.0
M. Luque,Martín Luque,68,Argentina,62.0,61.0,30.0
S. Zurbriggen,Santiago Zurbriggen,68,Argentina,41.0,55.0,67.0
S. Luaibi,Saad Abdul Ameer Luaibi Al Zirjawi Al Dobjahawe,68,Iraq,62.0,69.0,65.0
F. Ladapo,Olayinka Fredrick Oladotun Ladapo,68,England,66.0,45.0,25.0
F. Marković,Filip Marković,68,Serbia,66.0,66.0,52.0
Mosquito,Thiago Rodrigues da Silva,68,Brazil,67.0,49.0,25.0
T. Thompson,Thomas Palmer Thompson,68,United States,60.0,63.0,52.0
Aleix Coch,Aleix Coch Lucena,68,Spain,31.0,44.0,68.0
C. Chiricò,Cosimo Chiricò,68,Italy,61.0,56.0,18.0
S. Kehli,Samy Kehli,68,France,57.0,66.0,28.0
T. Tzandaris,Theofanis Tzandaris,68,Greece,53.0,60.0,66.0
M. Palmer,Matthew Thomas Palmer,68,England,59.0,70.0,58.0
M. Saeid,Mohammed Saeid,68,Sweden,53.0,69.0,55.0
S. Emaná,Stephane Onesime Emaná,68,Cameroon,65.0,55.0,35.0
Deyvison,Deyvison Denílson de Sousa Bessas,68,Brazil,33.0,37.0,67.0
Y. Toyoda,豊田 陽平,68,Japan,67.0,45.0,30.0
D. Dumfries,Denzel Justus Morris Dumfries,68,Aruba,35.0,53.0,66.0
T. Verhaar,Thomas Verhaar,68,Netherlands,71.0,69.0,22.0
Ribamar,Lucas Ribamar Lopes dos Santos Bibiano,68,Brazil,66.0,49.0,23.0
A. Schetino,Edgardo Andrés Yubert Schetino Yancev,68,Uruguay,52.0,60.0,61.0
Song Si Woo,송시우 宋思宇,68,Korea Republic,61.0,63.0,40.0
H. Tolba,Mohamed Maher Taha Tolba,68,Egypt,52.0,61.0,66.0
E. Soto,Herlbert Enrique Soto,68,Colombia,44.0,65.0,38.0
Z. El Azzouzi,Zakaria El Azzouzi,68,Morocco,67.0,53.0,21.0
T. Umesaki,梅崎 司,68,Japan,65.0,66.0,39.0
A. Davies,Adam Rhys Davies,68,England,,,
A. Pomini,Alberto Pomini,68,Italy,,,
A. Nuhiu,Atdhe Nuhiu,68,Kosovo,67.0,59.0,42.0
L. Hallenius,Linus Peter Hallenius,68,Sweden,68.0,54.0,40.0
N. Ozokwo,Nduka Morisson Ozokwo,68,Nigeria,57.0,64.0,24.0
D. Bičík,David Bičík,68,Czech Republic,,,
J. Borring,Jonas Borring,68,Denmark,63.0,65.0,40.0
D. Herner,Diego Armando Herner,68,Argentina,38.0,40.0,68.0
J. Blayac,Jérémy Blayac,68,France,64.0,55.0,33.0
A. Levipan,Anibal Levipan,68,Chile,68.0,50.0,40.0
A. Vardias,Aaron Vardias,68,Chile,60.0,64.0,35.0
A. Camura,Arturo Camura,68,Chile,,,
M. Asterga,Miguel Asterga,68,Chile,55.0,66.0,65.0
F. Dastineda,F. Sidney Dastineda,68,Chile,69.0,48.0,22.0
A. Huancañez,Alonzo Huancañez,68,Chile,70.0,50.0,26.0
E. Revolledo,Eros Roque Revolledo,68,Chile,63.0,65.0,45.0
M. Arrufe,Miguel Arrufe,68,Chile,57.0,66.0,33.0
S. Altamiras,Simon Altamiras,68,Chile,56.0,68.0,32.0
B. Figueraz,Benjamin Figueraz,68,Chile,60.0,64.0,67.0
E. Riberos,Emanuel Riberos,68,Chile,54.0,60.0,69.0
I. Risendo,Ignacio Risendo,68,Chile,53.0,64.0,69.0
S. Higuerrez,Salvador Higuerrez,68,Chile,71.0,57.0,32.0
Z. Leivo,Zacarias Leivo,68,Chile,68.0,51.0,26.0
W. Santerilone,Waldo Santerilone,68,Chile,72.0,54.0,25.0
C. Lobella,Christian Lobella,68,Chile,57.0,55.0,42.0
G. Hormaza,Gaston Hormaza,68,Chile,51.0,57.0,64.0
E. Lorcado,Ezequiel Lorcado,68,Chile,39.0,63.0,69.0
H. Vienda,Hardy Vienda,68,Chile,56.0,63.0,64.0
F. Currimila,Fabian Currimila,68,Chile,44.0,58.0,67.0
M. Dalendo,Mario Dalendo,68,Chile,46.0,65.0,64.0
G. N'Gosso,Guy Adolphe N'Gosso Massouma,68,Cameroon,52.0,57.0,69.0
M. Carrasco,Mauricio Nicolás Carrasco,68,Argentina,65.0,66.0,21.0
H. Ekstein,Hendrick Ekstein,68,South Africa,61.0,62.0,36.0
I. Pelizzoli,Ivan Pelizzoli,68,Italy,,,
D. Cowie,Don Cowie,68,Scotland,63.0,67.0,63.0
J. Riocel,Jason Riocel,68,Chile,69.0,61.0,39.0
J. Venlero,Jean Paul Venlero,68,Chile,53.0,54.0,71.0
R. Åhman Persson,Robert Åhman Persson,68,Sweden,50.0,62.0,62.0
F. Morais,Filipe Alexandre Major Morais,68,Portugal,54.0,67.0,36.0
Zhao Xuri,赵旭日,68,China PR,66.0,64.0,66.0
I. Tellero,Ismael Tellero,68,Chile,56.0,70.0,37.0
Wang Yongpo,王永珀,68,China PR,66.0,67.0,51.0
N. Gerzić,Nordin Gerzić,68,Sweden,47.0,71.0,49.0
C. Matheu,Carlos Javier Matheu,68,Argentina,25.0,55.0,67.0
L. Fontaine,Liam Vaughan Henry Fontaine,68,England,31.0,52.0,67.0
M. Reineraso,Moises Reineraso,68,Chile,65.0,55.0,44.0
P. Dixon,Paul Andrew Dixon,68,Scotland,49.0,63.0,64.0
Hyoran,Hyoran Kauê Dalmoro,68,Brazil,56.0,65.0,27.0
R. Murić,Robert Murić,68,Croatia,61.0,59.0,27.0
J. Oto'o,Junior Randal Oto'o Zue,68,Gabon,27.0,53.0,66.0
Néstor,Néstor Salinas Alonso,68,Spain,61.0,67.0,44.0
L. Azcona,Librado Daniel Azcona Salinas,68,Ecuador,,,
R. Arboleda,Robert Abel Arboleda Escobar,68,Ecuador,36.0,54.0,70.0
Otegui,Antonio Islam Otegui Khalifi,68,Spain,45.0,62.0,66.0
P. Romero,Patricio Nicolás Romero,68,Argentina,28.0,53.0,68.0
F. Canever,Franco Nicolás Canever,68,Argentina,32.0,48.0,70.0
L. Saldaña,Leonardo Enrique Saldaña Carvajal,68,Colombia,45.0,55.0,62.0
A. Bouba,Aminou Bouba,68,Cameroon,34.0,40.0,67.0
A. Hasegawa,長谷川 アーリアジャスール,68,Japan,56.0,68.0,51.0
W. Acuña,Walter Rubén Acuña,68,Argentina,67.0,55.0,27.0
Bruno Lopes,Bruno Da Silva Lopes,68,Brazil,71.0,59.0,46.0
Hebert,Hebert Silva Santos,68,Brazil,32.0,44.0,69.0
P. Vegetti,Pablo Ezequiel Vegetti Pfaffen,68,Argentina,67.0,54.0,34.0
C. Peters,Cas Peters,68,Netherlands,70.0,56.0,20.0
Asdrúbal,Félix Asdrúbal Padrón Hernández,68,Spain,65.0,59.0,24.0
Y. Kakita,垣田 裕晖,68,Japan,66.0,57.0,42.0
J. Rojas,Joao Joshimar Rojas López,68,Ecuador,66.0,64.0,51.0
Jang Ho Ik,장호익 张镐翼,68,Korea Republic,48.0,56.0,68.0
S. Camara,Samba Camara,68,Mali,39.0,51.0,66.0
S. Sinyan,Sheriff Sinyan,68,Gambia,43.0,54.0,67.0
P. Szysz,Patryk Szysz,68,Poland,67.0,59.0,33.0
S. Field,Sam Field,68,England,54.0,65.0,66.0
E. Ojeda,Pedro Emmanuel Ojeda,68,Argentina,52.0,66.0,62.0
J. Bruijn,Jordy Bruijn,68,Netherlands,63.0,67.0,52.0
O. Rathbone,Oliver Michael Rathbone,68,England,60.0,63.0,64.0
C. Daferner,Christoph Daferner,68,Germany,68.0,48.0,29.0
Viti Rozada,Víctor Álvarez Rozada,68,Spain,62.0,61.0,45.0
J. Rodríguez,José Luis Rodríguez Francis,68,Panama,67.0,59.0,28.0
A. Condé,Amara Condé,68,Germany,59.0,66.0,65.0
C. Pring,Cameron Pring,68,England,47.0,57.0,62.0
D. Valencia,David Alonso Valencia Figueroa,68,Colombia,26.0,39.0,71.0
Lolo,Emmanuel González Rodríguez,68,Spain,49.0,57.0,66.0
